0.3111065967577468, 0
0.26787518088600315, 1
0.23843931093063522, 2
0.2564273877461647, 3
0.5663047775492126, 4
0.5692036163039115, 5
0.4974612918045988, 6
0.5032008831424175, 7
0.823211487705667, 8
0.8122162865903518, 9
0.81632640165718, 10
0.8282324191065996, 11
1.0965544618922662, 12
1.0925009444857199, 13
1.1029835813017734, 14
1.0248031867760725, 15
1.3351715116127802, 16
1.339319840620751, 17
1.3530241151028897, 18
1.3841548792791274, 19
1.5755524036101636, 20
1.6231729073871166, 21
1.596928015722925, 22
1.5999522753396833, 23
1.8943596752271108, 24
1.8702313042725365, 25
1.85711119779316, 26
1.9054133133816546, 27
2.158730924799483, 28
2.0971833897046532, 29
2.115684306594929, 30
2.1504880241480553, 31
2.3633056309358498, 32
2.3824105122527777, 33
2.406706400662493, 34
2.385101301405609, 35
2.6483930643648095, 36
2.673556400475924, 37
