timestamp,speed
2024-05-23 10:33:25.028204,0
2024-05-23 10:33:25.078208,0
2024-05-23 10:33:25.128201,0
2024-05-23 10:33:25.178204,0
2024-05-23 10:33:25.228206,0
2024-05-23 10:33:25.278196,0
2024-05-23 10:33:25.328212,0
2024-05-23 10:33:25.378204,0
2024-05-23 10:33:25.428206,0
2024-05-23 10:33:25.478205,0
2024-05-23 10:33:25.528194,0
2024-05-23 10:33:25.578203,0
2024-05-23 10:33:25.628205,0
2024-05-23 10:33:25.678186,0
2024-05-23 10:33:25.728202,0
2024-05-23 10:33:25.778189,0
2024-05-23 10:33:25.828203,0
2024-05-23 10:33:25.878216,0
2024-05-23 10:33:25.928203,0
2024-05-23 10:33:25.978208,0
2024-05-23 10:33:26.028203,0
2024-05-23 10:33:26.078209,0
2024-05-23 10:33:26.128194,0
2024-05-23 10:33:26.178207,0
2024-05-23 10:33:26.228206,0
2024-05-23 10:33:26.278200,0
2024-05-23 10:33:26.328197,0
2024-05-23 10:33:26.378204,0
2024-05-23 10:33:26.428206,0
2024-05-23 10:33:26.478201,0
2024-05-23 10:33:26.528193,0
2024-05-23 10:33:26.578196,0
2024-05-23 10:33:26.628211,0
2024-05-23 10:33:26.678203,0
2024-05-23 10:33:26.728192,0
2024-05-23 10:33:26.778198,0
2024-05-23 10:33:26.828213,0
2024-05-23 10:33:26.878189,0
2024-05-23 10:33:26.928192,0
2024-05-23 10:33:26.978197,0
2024-05-23 10:33:27.028198,0
2024-05-23 10:33:27.078201,0
2024-05-23 10:33:27.128204,0
2024-05-23 10:33:27.178194,0
2024-05-23 10:33:27.228208,0
2024-05-23 10:33:27.278193,0
2024-05-23 10:33:27.328215,0
2024-05-23 10:33:27.378195,0
2024-05-23 10:33:27.428205,0
2024-05-23 10:33:27.478190,0
2024-05-23 10:33:27.528203,0
2024-05-23 10:33:27.578185,0
2024-05-23 10:33:27.628254,0
2024-05-23 10:33:27.678192,0
2024-05-23 10:33:27.728225,0
2024-05-23 10:33:27.778258,0
2024-05-23 10:33:27.828207,0
2024-05-23 10:33:27.878231,0
2024-05-23 10:33:27.928203,0
2024-05-23 10:33:27.978190,0
2024-05-23 10:33:28.028226,0
2024-05-23 10:33:28.078200,0
2024-05-23 10:33:28.128203,0
2024-05-23 10:33:28.178200,0
2024-05-23 10:33:28.228207,0
2024-05-23 10:33:28.278198,0
2024-05-23 10:33:28.328196,0
2024-05-23 10:33:28.378212,0
2024-05-23 10:33:28.428217,0
2024-05-23 10:33:28.478199,0
2024-05-23 10:33:28.528204,0
2024-05-23 10:33:28.578196,0
2024-05-23 10:33:28.628208,0
2024-05-23 10:33:28.678191,0
2024-05-23 10:33:28.728208,0
2024-05-23 10:33:28.778198,0
2024-05-23 10:33:28.828216,0
2024-05-23 10:33:28.878202,0
2024-05-23 10:33:28.928206,0
2024-05-23 10:33:28.978203,0
2024-05-23 10:33:29.028207,0
2024-05-23 10:33:29.078213,0
2024-05-23 10:33:29.128209,0
2024-05-23 10:33:29.178198,0
2024-05-23 10:33:29.228209,0
2024-05-23 10:33:29.278206,0
2024-05-23 10:33:29.328210,0
2024-05-23 10:33:29.378206,0
2024-05-23 10:33:29.428221,0
2024-05-23 10:33:29.478206,0
2024-05-23 10:33:29.528215,0
2024-05-23 10:33:29.578247,0
2024-05-23 10:33:29.628201,0
2024-05-23 10:33:29.678195,0
2024-05-23 10:33:29.728208,0
2024-05-23 10:33:29.778235,0
2024-05-23 10:33:29.828219,0
2024-05-23 10:33:29.878216,0
2024-05-23 10:33:29.928301,0
2024-05-23 10:33:29.978220,0
2024-05-23 10:33:30.028278,0
2024-05-23 10:33:30.078222,0
2024-05-23 10:33:30.128220,0
2024-05-23 10:33:30.178256,0
2024-05-23 10:33:30.228213,0
2024-05-23 10:33:30.278219,0
2024-05-23 10:33:30.328219,0
2024-05-23 10:33:30.378222,0
2024-05-23 10:33:30.428223,0
2024-05-23 10:33:30.478246,0
2024-05-23 10:33:30.528249,0
2024-05-23 10:33:30.578165,0
2024-05-23 10:33:30.628164,0
2024-05-23 10:33:30.678207,0
2024-05-23 10:33:30.728282,0
2024-05-23 10:33:30.778224,0
2024-05-23 10:33:30.828217,0
2024-05-23 10:33:30.878218,0
2024-05-23 10:33:30.928246,0
2024-05-23 10:33:30.978219,0
2024-05-23 10:33:31.028217,0
2024-05-23 10:33:31.078213,0
2024-05-23 10:33:31.128227,0
2024-05-23 10:33:31.178210,0
2024-05-23 10:33:31.228227,0
2024-05-23 10:33:31.278219,0
2024-05-23 10:33:31.328216,0
2024-05-23 10:33:31.378201,0
2024-05-23 10:33:31.428235,0
2024-05-23 10:33:31.478202,0
2024-05-23 10:33:31.528247,0
2024-05-23 10:33:31.578242,0
2024-05-23 10:33:31.628228,0
2024-05-23 10:33:31.678219,0
2024-05-23 10:33:31.728236,0
2024-05-23 10:33:31.778201,0
2024-05-23 10:33:31.828238,0
